,A,B
1275,잠원현대 아파트와 가까운 지하철역은?,"MATCH (n {name:’잠원현대'}) WITH n CALL spatial.closest(‘POI', {latitude:n.latitude, longitude:n.longitude), 0.5) YIELD node WITH node MATCH (node:subway) RETURN node.name limit 5"
1276,방배e-편한세상1차 아파트와 가까운 지하철역은?,"MATCH (n {name:’방배e-편한세상1차'}) WITH n CALL spatial.closest(‘POI', {latitude:n.latitude, longitude:n.longitude), 0.5) YIELD node WITH node MATCH (node:subway) RETURN node.name limit 5"
1277,방배롯데캐슬로제 아파트와 가까운 지하철역은?,"MATCH (n {name:’방배롯데캐슬로제'}) WITH n CALL spatial.closest(‘POI', {latitude:n.latitude, longitude:n.longitude), 0.5) YIELD node WITH node MATCH (node:subway) RETURN node.name limit 5"
1278,쌍용예가클래식 아파트와 가까운 지하철역은?,"MATCH (n {name:’쌍용예가클래식'}) WITH n CALL spatial.closest(‘POI', {latitude:n.latitude, longitude:n.longitude), 0.5) YIELD node WITH node MATCH (node:subway) RETURN node.name limit 5"
1279,삼호가든맨션5차 아파트와 가까운 지하철역은?,"MATCH (n {name:’삼호가든맨션5차'}) WITH n CALL spatial.closest(‘POI', {latitude:n.latitude, longitude:n.longitude), 0.5) YIELD node WITH node MATCH (node:subway) RETURN node.name limit 5"
1280,신반포18차(337동) 아파트와 가까운 지하철역은?,"MATCH (n {name:’신반포18차(337동)'}) WITH n CALL spatial.closest(‘POI', {latitude:n.latitude, longitude:n.longitude), 0.5) YIELD node WITH node MATCH (node:subway) RETURN node.name limit 5"
1281,잠원대우아이빌 아파트와 가까운 지하철역은?,"MATCH (n {name:’잠원대우아이빌'}) WITH n CALL spatial.closest(‘POI', {latitude:n.latitude, longitude:n.longitude), 0.5) YIELD node WITH node MATCH (node:subway) RETURN node.name limit 5"
1282,서초한신리빙타워 아파트와 가까운 지하철역은?,"MATCH (n {name:’서초한신리빙타워'}) WITH n CALL spatial.closest(‘POI', {latitude:n.latitude, longitude:n.longitude), 0.5) YIELD node WITH node MATCH (node:subway) RETURN node.name limit 5"
1283,삼환나띠르빌 아파트와 가까운 지하철역은?,"MATCH (n {name:’삼환나띠르빌'}) WITH n CALL spatial.closest(‘POI', {latitude:n.latitude, longitude:n.longitude), 0.5) YIELD node WITH node MATCH (node:subway) RETURN node.name limit 5"
1284,서초e-편한세상2차 아파트와 가까운 지하철역은?,"MATCH (n {name:’서초e-편한세상2차'}) WITH n CALL spatial.closest(‘POI', {latitude:n.latitude, longitude:n.longitude), 0.5) YIELD node WITH node MATCH (node:subway) RETURN node.name limit 5"
1285,서초쌍용플래티넘 아파트와 가까운 지하철역은?,"MATCH (n {name:’서초쌍용플래티넘'}) WITH n CALL spatial.closest(‘POI', {latitude:n.latitude, longitude:n.longitude), 0.5) YIELD node WITH node MATCH (node:subway) RETURN node.name limit 5"
1286,현대ESA2 아파트와 가까운 지하철역은?,"MATCH (n {name:’현대ESA2'}) WITH n CALL spatial.closest(‘POI', {latitude:n.latitude, longitude:n.longitude), 0.5) YIELD node WITH node MATCH (node:subway) RETURN node.name limit 5"
1287,서초네이처힐2단지 아파트와 가까운 지하철역은?,"MATCH (n {name:’서초네이처힐2단지'}) WITH n CALL spatial.closest(‘POI', {latitude:n.latitude, longitude:n.longitude), 0.5) YIELD node WITH node MATCH (node:subway) RETURN node.name limit 5"
1288,신반포22차 아파트와 가까운 지하철역은?,"MATCH (n {name:’신반포22차'}) WITH n CALL spatial.closest(‘POI', {latitude:n.latitude, longitude:n.longitude), 0.5) YIELD node WITH node MATCH (node:subway) RETURN node.name limit 5"
1289,신반포9차 아파트와 가까운 지하철역은?,"MATCH (n {name:’신반포9차'}) WITH n CALL spatial.closest(‘POI', {latitude:n.latitude, longitude:n.longitude), 0.5) YIELD node WITH node MATCH (node:subway) RETURN node.name limit 5"
1290,신영체르니 아파트와 가까운 지하철역은?,"MATCH (n {name:’신영체르니'}) WITH n CALL spatial.closest(‘POI', {latitude:n.latitude, longitude:n.longitude), 0.5) YIELD node WITH node MATCH (node:subway) RETURN node.name limit 5"
1291,방배현대홈타운3차 아파트와 가까운 지하철역은?,"MATCH (n {name:’방배현대홈타운3차'}) WITH n CALL spatial.closest(‘POI', {latitude:n.latitude, longitude:n.longitude), 0.5) YIELD node WITH node MATCH (node:subway) RETURN node.name limit 5"
1292,신반포17차 아파트와 가까운 지하철역은?,"MATCH (n {name:’신반포17차'}) WITH n CALL spatial.closest(‘POI', {latitude:n.latitude, longitude:n.longitude), 0.5) YIELD node WITH node MATCH (node:subway) RETURN node.name limit 5"
1293,현대멤피스 아파트와 가까운 지하철역은?,"MATCH (n {name:’현대멤피스'}) WITH n CALL spatial.closest(‘POI', {latitude:n.latitude, longitude:n.longitude), 0.5) YIELD node WITH node MATCH (node:subway) RETURN node.name limit 5"
1294,서초대우아이빌 아파트와 가까운 지하철역은?,"MATCH (n {name:’서초대우아이빌'}) WITH n CALL spatial.closest(‘POI', {latitude:n.latitude, longitude:n.longitude), 0.5) YIELD node WITH node MATCH (node:subway) RETURN node.name limit 5"
1295,삼호3차 아파트와 가까운 지하철역은?,"MATCH (n {name:’삼호3차'}) WITH n CALL spatial.closest(‘POI', {latitude:n.latitude, longitude:n.longitude), 0.5) YIELD node WITH node MATCH (node:subway) RETURN node.name limit 5"
1296,잠원월드메르디앙 아파트와 가까운 지하철역은?,"MATCH (n {name:’잠원월드메르디앙'}) WITH n CALL spatial.closest(‘POI', {latitude:n.latitude, longitude:n.longitude), 0.5) YIELD node WITH node MATCH (node:subway) RETURN node.name limit 5"
1297,신반포20차 아파트와 가까운 지하철역은?,"MATCH (n {name:’신반포20차'}) WITH n CALL spatial.closest(‘POI', {latitude:n.latitude, longitude:n.longitude), 0.5) YIELD node WITH node MATCH (node:subway) RETURN node.name limit 5"
1298,서초아이파크 아파트와 가까운 지하철역은?,"MATCH (n {name:’서초아이파크'}) WITH n CALL spatial.closest(‘POI', {latitude:n.latitude, longitude:n.longitude), 0.5) YIELD node WITH node MATCH (node:subway) RETURN node.name limit 5"
1299,방배자이 아파트와 가까운 지하철역은?,"MATCH (n {name:’방배자이'}) WITH n CALL spatial.closest(‘POI', {latitude:n.latitude, longitude:n.longitude), 0.5) YIELD node WITH node MATCH (node:subway) RETURN node.name limit 5"
1300,강남원효성 아파트와 가까운 지하철역은?,"MATCH (n {name:’강남원효성'}) WITH n CALL spatial.closest(‘POI', {latitude:n.latitude, longitude:n.longitude), 0.5) YIELD node WITH node MATCH (node:subway) RETURN node.name limit 5"
1301,방배브라운가 아파트와 가까운 지하철역은?,"MATCH (n {name:’방배브라운가'}) WITH n CALL spatial.closest(‘POI', {latitude:n.latitude, longitude:n.longitude), 0.5) YIELD node WITH node MATCH (node:subway) RETURN node.name limit 5"
1302,방배한신트리플 아파트와 가까운 지하철역은?,"MATCH (n {name:’방배한신트리플'}) WITH n CALL spatial.closest(‘POI', {latitude:n.latitude, longitude:n.longitude), 0.5) YIELD node WITH node MATCH (node:subway) RETURN node.name limit 5"
1303,서초e-편한세상5차 아파트와 가까운 지하철역은?,"MATCH (n {name:’서초e-편한세상5차'}) WITH n CALL spatial.closest(‘POI', {latitude:n.latitude, longitude:n.longitude), 0.5) YIELD node WITH node MATCH (node:subway) RETURN node.name limit 5"
1304,마제스타시티힐스테이트서리풀 아파트와 가까운 지하철역은?,"MATCH (n {name:’마제스타시티힐스테이트서리풀'}) WITH n CALL spatial.closest(‘POI', {latitude:n.latitude, longitude:n.longitude), 0.5) YIELD node WITH node MATCH (node:subway) RETURN node.name limit 5"
1305,지웰홈스서초 아파트와 가까운 지하철역은?,"MATCH (n {name:’지웰홈스서초'}) WITH n CALL spatial.closest(‘POI', {latitude:n.latitude, longitude:n.longitude), 0.5) YIELD node WITH node MATCH (node:subway) RETURN node.name limit 5"
1306,르엘신반포파크애비뉴 아파트와 가까운 지하철역은?,"MATCH (n {name:’르엘신반포파크애비뉴'}) WITH n CALL spatial.closest(‘POI', {latitude:n.latitude, longitude:n.longitude), 0.5) YIELD node WITH node MATCH (node:subway) RETURN node.name limit 5"
1307,신반포15차 아파트와 가까운 지하철역은?,"MATCH (n {name:’신반포15차'}) WITH n CALL spatial.closest(‘POI', {latitude:n.latitude, longitude:n.longitude), 0.5) YIELD node WITH node MATCH (node:subway) RETURN node.name limit 5"
1308,녹원한신 아파트와 가까운 지하철역은?,"MATCH (n {name:’녹원한신'}) WITH n CALL spatial.closest(‘POI', {latitude:n.latitude, longitude:n.longitude), 0.5) YIELD node WITH node MATCH (node:subway) RETURN node.name limit 5"
1309,신반포21차 아파트와 가까운 지하철역은?,"MATCH (n {name:’신반포21차'}) WITH n CALL spatial.closest(‘POI', {latitude:n.latitude, longitude:n.longitude), 0.5) YIELD node WITH node MATCH (node:subway) RETURN node.name limit 5"
1310,방배동부센트레빌 아파트와 가까운 지하철역은?,"MATCH (n {name:’방배동부센트레빌'}) WITH n CALL spatial.closest(‘POI', {latitude:n.latitude, longitude:n.longitude), 0.5) YIELD node WITH node MATCH (node:subway) RETURN node.name limit 5"
1311,방배아이파크 아파트와 가까운 지하철역은?,"MATCH (n {name:’방배아이파크'}) WITH n CALL spatial.closest(‘POI', {latitude:n.latitude, longitude:n.longitude), 0.5) YIELD node WITH node MATCH (node:subway) RETURN node.name limit 5"
1312,헤센파크힐 아파트와 가까운 지하철역은?,"MATCH (n {name:’헤센파크힐'}) WITH n CALL spatial.closest(‘POI', {latitude:n.latitude, longitude:n.longitude), 0.5) YIELD node WITH node MATCH (node:subway) RETURN node.name limit 5"
1313,르엘신반포 아파트와 가까운 지하철역은?,"MATCH (n {name:’르엘신반포'}) WITH n CALL spatial.closest(‘POI', {latitude:n.latitude, longitude:n.longitude), 0.5) YIELD node WITH node MATCH (node:subway) RETURN node.name limit 5"
1314,DK밸리뷰서초(주) 아파트와 가까운 지하철역은?,"MATCH (n {name:’DK밸리뷰서초(주)'}) WITH n CALL spatial.closest(‘POI', {latitude:n.latitude, longitude:n.longitude), 0.5) YIELD node WITH node MATCH (node:subway) RETURN node.name limit 5"
1315,더샵반포리버파크(도시형) 아파트와 가까운 지하철역은?,"MATCH (n {name:’더샵반포리버파크(도시형)'}) WITH n CALL spatial.closest(‘POI', {latitude:n.latitude, longitude:n.longitude), 0.5) YIELD node WITH node MATCH (node:subway) RETURN node.name limit 5"
1316,반포자이 아파트 근처 가장 가까운 지하철역 위치와 거리 3개씩 보여줘,"MATCH (n {name:’반포자이'}) WITH n CALL spatial.withinDistance(‘subway’, {latitude:n.latitude, longitude:n.longitude}) YIELD node, distance WITH node, distance RETURN node, distance ORDER BY distance ASC LIMIT 3"
1317,아크로리버파크 아파트 근처 가장 가까운 지하철역 위치와 거리 3개씩 보여줘,"MATCH (n {name:’아크로리버파크'}) WITH n CALL spatial.withinDistance(‘subway’, {latitude:n.latitude, longitude:n.longitude}) YIELD node, distance WITH node, distance RETURN node, distance ORDER BY distance ASC LIMIT 3"
1318,래미안퍼스티지 아파트 근처 가장 가까운 지하철역 위치와 거리 3개씩 보여줘,"MATCH (n {name:’래미안퍼스티지'}) WITH n CALL spatial.withinDistance(‘subway’, {latitude:n.latitude, longitude:n.longitude}) YIELD node, distance WITH node, distance RETURN node, distance ORDER BY distance ASC LIMIT 3"
1319,신반포2차 아파트 근처 가장 가까운 지하철역 위치와 거리 3개씩 보여줘,"MATCH (n {name:’신반포2차'}) WITH n CALL spatial.withinDistance(‘subway’, {latitude:n.latitude, longitude:n.longitude}) YIELD node, distance WITH node, distance RETURN node, distance ORDER BY distance ASC LIMIT 3"
1320,서초그랑자이 아파트 근처 가장 가까운 지하철역 위치와 거리 3개씩 보여줘,"MATCH (n {name:’서초그랑자이'}) WITH n CALL spatial.withinDistance(‘subway’, {latitude:n.latitude, longitude:n.longitude}) YIELD node, distance WITH node, distance RETURN node, distance ORDER BY distance ASC LIMIT 3"
1321,신반포4차 아파트 근처 가장 가까운 지하철역 위치와 거리 3개씩 보여줘,"MATCH (n {name:’신반포4차'}) WITH n CALL spatial.withinDistance(‘subway’, {latitude:n.latitude, longitude:n.longitude}) YIELD node, distance WITH node, distance RETURN node, distance ORDER BY distance ASC LIMIT 3"
1322,반포리체 아파트 근처 가장 가까운 지하철역 위치와 거리 3개씩 보여줘,"MATCH (n {name:’반포리체'}) WITH n CALL spatial.withinDistance(‘subway’, {latitude:n.latitude, longitude:n.longitude}) YIELD node, distance WITH node, distance RETURN node, distance ORDER BY distance ASC LIMIT 3"
1323,래미안리더스원 아파트 근처 가장 가까운 지하철역 위치와 거리 3개씩 보여줘,"MATCH (n {name:’래미안리더스원'}) WITH n CALL spatial.withinDistance(‘subway’, {latitude:n.latitude, longitude:n.longitude}) YIELD node, distance WITH node, distance RETURN node, distance ORDER BY distance ASC LIMIT 3"
1324,삼풍 아파트 근처 가장 가까운 지하철역 위치와 거리 3개씩 보여줘,"MATCH (n {name:’삼풍'}) WITH n CALL spatial.withinDistance(‘subway’, {latitude:n.latitude, longitude:n.longitude}) YIELD node, distance WITH node, distance RETURN node, distance ORDER BY distance ASC LIMIT 3"
1325,반포주공1단지 아파트 근처 가장 가까운 지하철역 위치와 거리 3개씩 보여줘,"MATCH (n {name:’반포주공1단지'}) WITH n CALL spatial.withinDistance(‘subway’, {latitude:n.latitude, longitude:n.longitude}) YIELD node, distance WITH node, distance RETURN node, distance ORDER BY distance ASC LIMIT 3"
1326,반포미도1차 아파트 근처 가장 가까운 지하철역 위치와 거리 3개씩 보여줘,"MATCH (n {name:’반포미도1차'}) WITH n CALL spatial.withinDistance(‘subway’, {latitude:n.latitude, longitude:n.longitude}) YIELD node, distance WITH node, distance RETURN node, distance ORDER BY distance ASC LIMIT 3"
1327,서초힐스 아파트 근처 가장 가까운 지하철역 위치와 거리 3개씩 보여줘,"MATCH (n {name:’서초힐스'}) WITH n CALL spatial.withinDistance(‘subway’, {latitude:n.latitude, longitude:n.longitude}) YIELD node, distance WITH node, distance RETURN node, distance ORDER BY distance ASC LIMIT 3"
1328,서초래미안 아파트 근처 가장 가까운 지하철역 위치와 거리 3개씩 보여줘,"MATCH (n {name:’서초래미안'}) WITH n CALL spatial.withinDistance(‘subway’, {latitude:n.latitude, longitude:n.longitude}) YIELD node, distance WITH node, distance RETURN node, distance ORDER BY distance ASC LIMIT 3"
1329,서초더샵포레 아파트 근처 가장 가까운 지하철역 위치와 거리 3개씩 보여줘,"MATCH (n {name:’서초더샵포레'}) WITH n CALL spatial.withinDistance(‘subway’, {latitude:n.latitude, longitude:n.longitude}) YIELD node, distance WITH node, distance RETURN node, distance ORDER BY distance ASC LIMIT 3"
1330,서초포레스타2단지 아파트 근처 가장 가까운 지하철역 위치와 거리 3개씩 보여줘,"MATCH (n {name:’서초포레스타2단지'}) WITH n CALL spatial.withinDistance(‘subway’, {latitude:n.latitude, longitude:n.longitude}) YIELD node, distance WITH node, distance RETURN node, distance ORDER BY distance ASC LIMIT 3"
1331,서초네이처힐3단지 아파트 근처 가장 가까운 지하철역 위치와 거리 3개씩 보여줘,"MATCH (n {name:’서초네이처힐3단지'}) WITH n CALL spatial.withinDistance(‘subway’, {latitude:n.latitude, longitude:n.longitude}) YIELD node, distance WITH node, distance RETURN node, distance ORDER BY distance ASC LIMIT 3"
1332,래미안원베일리 아파트 근처 가장 가까운 지하철역 위치와 거리 3개씩 보여줘,"MATCH (n {name:’래미안원베일리'}) WITH n CALL spatial.withinDistance(‘subway’, {latitude:n.latitude, longitude:n.longitude}) YIELD node, distance WITH node, distance RETURN node, distance ORDER BY distance ASC LIMIT 3"
