,A,B
5034,서초LH4단지와 유사한 단지 보여줘,"MATCH (n:Apartment {name:‘서초LH4단지’})-[:SIMILAR]-(a:Apartment)
RETURN a.name"
5035,삼성쉐르빌II와 유사한 단지 보여줘,"MATCH (n:Apartment {name:‘삼성쉐르빌II’})-[:SIMILAR]-(a:Apartment)
RETURN a.name"
5036,서초포레스타3단지와 유사한 단지 보여줘,"MATCH (n:Apartment {name:‘서초포레스타3단지’})-[:SIMILAR]-(a:Apartment)
RETURN a.name"
5037,롯데캐슬갤럭시2차와 유사한 단지 보여줘,"MATCH (n:Apartment {name:‘롯데캐슬갤럭시2차’})-[:SIMILAR]-(a:Apartment)
RETURN a.name"
5038,더샵서초와 유사한 단지 보여줘,"MATCH (n:Apartment {name:‘더샵서초’})-[:SIMILAR]-(a:Apartment)
RETURN a.name"
5039,래미안신반포리오센트와 유사한 단지 보여줘,"MATCH (n:Apartment {name:‘래미안신반포리오센트’})-[:SIMILAR]-(a:Apartment)
RETURN a.name"
5040,래미안서초유니빌와 유사한 단지 보여줘,"MATCH (n:Apartment {name:‘래미안서초유니빌’})-[:SIMILAR]-(a:Apartment)
RETURN a.name"
5041,서초센트럴아이파크와 유사한 단지 보여줘,"MATCH (n:Apartment {name:‘서초센트럴아이파크’})-[:SIMILAR]-(a:Apartment)
RETURN a.name"
5042,반포미도2차와 유사한 단지 보여줘,"MATCH (n:Apartment {name:‘반포미도2차’})-[:SIMILAR]-(a:Apartment)
RETURN a.name"
5043,방배대우디오빌와 유사한 단지 보여줘,"MATCH (n:Apartment {name:‘방배대우디오빌’})-[:SIMILAR]-(a:Apartment)
RETURN a.name"
5044,한강와 유사한 단지 보여줘,"MATCH (n:Apartment {name:‘한강’})-[:SIMILAR]-(a:Apartment)
RETURN a.name"
5045,방배서리풀e-편한세상와 유사한 단지 보여줘,"MATCH (n:Apartment {name:‘방배서리풀e-편한세상’})-[:SIMILAR]-(a:Apartment)
RETURN a.name"
5046,삼호1차와 유사한 단지 보여줘,"MATCH (n:Apartment {name:‘삼호1차’})-[:SIMILAR]-(a:Apartment)
RETURN a.name"
5047,롯데캐슬헤론와 유사한 단지 보여줘,"MATCH (n:Apartment {name:‘롯데캐슬헤론’})-[:SIMILAR]-(a:Apartment)
RETURN a.name"
5048,현대와 유사한 단지 보여줘,"MATCH (n:Apartment {name:‘현대’})-[:SIMILAR]-(a:Apartment)
RETURN a.name"
5049,대림와 유사한 단지 보여줘,"MATCH (n:Apartment {name:‘대림’})-[:SIMILAR]-(a:Apartment)
RETURN a.name"
5050,한신서래와 유사한 단지 보여줘,"MATCH (n:Apartment {name:‘한신서래’})-[:SIMILAR]-(a:Apartment)
RETURN a.name"
5051,방배우성와 유사한 단지 보여줘,"MATCH (n:Apartment {name:‘방배우성’})-[:SIMILAR]-(a:Apartment)
RETURN a.name"
5052,동고와 유사한 단지 보여줘,"MATCH (n:Apartment {name:‘동고’})-[:SIMILAR]-(a:Apartment)
RETURN a.name"
5053,신반포7차와 유사한 단지 보여줘,"MATCH (n:Apartment {name:‘신반포7차’})-[:SIMILAR]-(a:Apartment)
RETURN a.name"
5054,서초네이처힐6단지와 유사한 단지 보여줘,"MATCH (n:Apartment {name:‘서초네이처힐6단지’})-[:SIMILAR]-(a:Apartment)
RETURN a.name"
5055,서초이오빌와 유사한 단지 보여줘,"MATCH (n:Apartment {name:‘서초이오빌’})-[:SIMILAR]-(a:Apartment)
RETURN a.name"
5056,삼호4차와 유사한 단지 보여줘,"MATCH (n:Apartment {name:‘삼호4차’})-[:SIMILAR]-(a:Apartment)
RETURN a.name"
5057,임광3차와 유사한 단지 보여줘,"MATCH (n:Apartment {name:‘임광3차’})-[:SIMILAR]-(a:Apartment)
RETURN a.name"
5058,"임광1,2차와 유사한 단지 보여줘","MATCH (n:Apartment {name:‘임광1,2차’})-[:SIMILAR]-(a:Apartment)
RETURN a.name"
5059,방배래미안와 유사한 단지 보여줘,"MATCH (n:Apartment {name:‘방배래미안’})-[:SIMILAR]-(a:Apartment)
RETURN a.name"
5060,방배래미안타워와 유사한 단지 보여줘,"MATCH (n:Apartment {name:‘방배래미안타워’})-[:SIMILAR]-(a:Apartment)
RETURN a.name"
5061,대우효령와 유사한 단지 보여줘,"MATCH (n:Apartment {name:‘대우효령’})-[:SIMILAR]-(a:Apartment)
RETURN a.name"
5062,삼익와 유사한 단지 보여줘,"MATCH (n:Apartment {name:‘삼익’})-[:SIMILAR]-(a:Apartment)
RETURN a.name"
5063,신동아와 유사한 단지 보여줘,"MATCH (n:Apartment {name:‘신동아’})-[:SIMILAR]-(a:Apartment)
RETURN a.name"
5064,서초네이처힐4단지와 유사한 단지 보여줘,"MATCH (n:Apartment {name:‘서초네이처힐4단지’})-[:SIMILAR]-(a:Apartment)
RETURN a.name"
5065,신반포11차와 유사한 단지 보여줘,"MATCH (n:Apartment {name:‘신반포11차’})-[:SIMILAR]-(a:Apartment)
RETURN a.name"
5066,서초포레스타7단지와 유사한 단지 보여줘,"MATCH (n:Apartment {name:‘서초포레스타7단지’})-[:SIMILAR]-(a:Apartment)
RETURN a.name"
5067,블루힐하우스와 유사한 단지 보여줘,"MATCH (n:Apartment {name:‘블루힐하우스’})-[:SIMILAR]-(a:Apartment)
RETURN a.name"
5068,서초롯데캐슬프레지던트와 유사한 단지 보여줘,"MATCH (n:Apartment {name:‘서초롯데캐슬프레지던트’})-[:SIMILAR]-(a:Apartment)
RETURN a.name"
5069,아남와 유사한 단지 보여줘,"MATCH (n:Apartment {name:‘아남’})-[:SIMILAR]-(a:Apartment)
RETURN a.name"
5070,반포센트레빌아스테리움와 유사한 단지 보여줘,"MATCH (n:Apartment {name:‘반포센트레빌아스테리움’})-[:SIMILAR]-(a:Apartment)
RETURN a.name"
5071,신반포19차와 유사한 단지 보여줘,"MATCH (n:Apartment {name:‘신반포19차’})-[:SIMILAR]-(a:Apartment)
RETURN a.name"
5072,서초현대와 유사한 단지 보여줘,"MATCH (n:Apartment {name:‘서초현대’})-[:SIMILAR]-(a:Apartment)
RETURN a.name"
5073,잠원현대훼밀리와 유사한 단지 보여줘,"MATCH (n:Apartment {name:‘잠원현대훼밀리’})-[:SIMILAR]-(a:Apartment)
RETURN a.name"
5074,서초한신와 유사한 단지 보여줘,"MATCH (n:Apartment {name:‘서초한신’})-[:SIMILAR]-(a:Apartment)
RETURN a.name"
5075,한신로얄와 유사한 단지 보여줘,"MATCH (n:Apartment {name:‘한신로얄’})-[:SIMILAR]-(a:Apartment)
RETURN a.name"
5076,한신타운와 유사한 단지 보여줘,"MATCH (n:Apartment {name:‘한신타운’})-[:SIMILAR]-(a:Apartment)
RETURN a.name"
5077,코오롱와 유사한 단지 보여줘,"MATCH (n:Apartment {name:‘코오롱’})-[:SIMILAR]-(a:Apartment)
RETURN a.name"
5078,우면한라와 유사한 단지 보여줘,"MATCH (n:Apartment {name:‘우면한라’})-[:SIMILAR]-(a:Apartment)
RETURN a.name"
5079,반포한신타워와 유사한 단지 보여줘,"MATCH (n:Apartment {name:‘반포한신타워’})-[:SIMILAR]-(a:Apartment)
RETURN a.name"
5080,서초e-편한세상1차와 유사한 단지 보여줘,"MATCH (n:Apartment {name:‘서초e-편한세상1차’})-[:SIMILAR]-(a:Apartment)
RETURN a.name"
5081,킴스빌리지와 유사한 단지 보여줘,"MATCH (n:Apartment {name:‘킴스빌리지’})-[:SIMILAR]-(a:Apartment)
RETURN a.name"
5082,서초리시온와 유사한 단지 보여줘,"MATCH (n:Apartment {name:‘서초리시온’})-[:SIMILAR]-(a:Apartment)
RETURN a.name"
5083,롯데캐슬갤럭시1차와 유사한 단지 보여줘,"MATCH (n:Apartment {name:‘롯데캐슬갤럭시1차’})-[:SIMILAR]-(a:Apartment)
RETURN a.name"
5084,서초롯데캐슬리버티와 유사한 단지 보여줘,"MATCH (n:Apartment {name:‘서초롯데캐슬리버티’})-[:SIMILAR]-(a:Apartment)
RETURN a.name"
5085,현대ESA와 유사한 단지 보여줘,"MATCH (n:Apartment {name:‘현대ESA’})-[:SIMILAR]-(a:Apartment)
RETURN a.name"
5086,신화와 유사한 단지 보여줘,"MATCH (n:Apartment {name:‘신화’})-[:SIMILAR]-(a:Apartment)
RETURN a.name"
5087,금호베스트빌와 유사한 단지 보여줘,"MATCH (n:Apartment {name:‘금호베스트빌’})-[:SIMILAR]-(a:Apartment)
RETURN a.name"
5088,삼성서초가든스위트와 유사한 단지 보여줘,"MATCH (n:Apartment {name:‘삼성서초가든스위트’})-[:SIMILAR]-(a:Apartment)
RETURN a.name"
5089,서초네이처힐7단지와 유사한 단지 보여줘,"MATCH (n:Apartment {name:‘서초네이처힐7단지’})-[:SIMILAR]-(a:Apartment)
RETURN a.name"
5090,신반포27차와 유사한 단지 보여줘,"MATCH (n:Apartment {name:‘신반포27차’})-[:SIMILAR]-(a:Apartment)
RETURN a.name"
5091,서초현대4차와 유사한 단지 보여줘,"MATCH (n:Apartment {name:‘서초현대4차’})-[:SIMILAR]-(a:Apartment)
RETURN a.name"
5092,현대성우와 유사한 단지 보여줘,"MATCH (n:Apartment {name:‘현대성우’})-[:SIMILAR]-(a:Apartment)
RETURN a.name"
5093,서초대우디오빌프라임와 유사한 단지 보여줘,"MATCH (n:Apartment {name:‘서초대우디오빌프라임’})-[:SIMILAR]-(a:Apartment)
RETURN a.name"
5094,힐스테이트서초젠트리스와 유사한 단지 보여줘,"MATCH (n:Apartment {name:‘힐스테이트서초젠트리스’})-[:SIMILAR]-(a:Apartment)
RETURN a.name"
5095,서초삼성래미안와 유사한 단지 보여줘,"MATCH (n:Apartment {name:‘서초삼성래미안’})-[:SIMILAR]-(a:Apartment)
RETURN a.name"
5096,반포푸르지오와 유사한 단지 보여줘,"MATCH (n:Apartment {name:‘반포푸르지오’})-[:SIMILAR]-(a:Apartment)
RETURN a.name"
5097,서초트라팰리스와 유사한 단지 보여줘,"MATCH (n:Apartment {name:‘서초트라팰리스’})-[:SIMILAR]-(a:Apartment)
RETURN a.name"
5098,방배아크로타워와 유사한 단지 보여줘,"MATCH (n:Apartment {name:‘방배아크로타워’})-[:SIMILAR]-(a:Apartment)
RETURN a.name"
5099,잠원중앙하이츠(B동)와 유사한 단지 보여줘,"MATCH (n:Apartment {name:‘잠원중앙하이츠(B동)’})-[:SIMILAR]-(a:Apartment)
RETURN a.name"
5100,방배아크로리버와 유사한 단지 보여줘,"MATCH (n:Apartment {name:‘방배아크로리버’})-[:SIMILAR]-(a:Apartment)
RETURN a.name"
5101,방배e-편한세상3차와 유사한 단지 보여줘,"MATCH (n:Apartment {name:‘방배e-편한세상3차’})-[:SIMILAR]-(a:Apartment)
RETURN a.name"
5102,신동아2차와 유사한 단지 보여줘,"MATCH (n:Apartment {name:‘신동아2차’})-[:SIMILAR]-(a:Apartment)
RETURN a.name"
5103,서초자이와 유사한 단지 보여줘,"MATCH (n:Apartment {name:‘서초자이’})-[:SIMILAR]-(a:Apartment)
RETURN a.name"
5104,강남역푸르지오시티(도시형)와 유사한 단지 보여줘,"MATCH (n:Apartment {name:‘강남역푸르지오시티(도시형)’})-[:SIMILAR]-(a:Apartment)
RETURN a.name"
5105,현대동궁와 유사한 단지 보여줘,"MATCH (n:Apartment {name:‘현대동궁’})-[:SIMILAR]-(a:Apartment)
RETURN a.name"
5106,삼호한숲와 유사한 단지 보여줘,"MATCH (n:Apartment {name:‘삼호한숲’})-[:SIMILAR]-(a:Apartment)
RETURN a.name"
5107,동원베네스트와 유사한 단지 보여줘,"MATCH (n:Apartment {name:‘동원베네스트’})-[:SIMILAR]-(a:Apartment)
RETURN a.name"
5108,신반포궁전와 유사한 단지 보여줘,"MATCH (n:Apartment {name:‘신반포궁전’})-[:SIMILAR]-(a:Apartment)
RETURN a.name"
5109,신반포25차와 유사한 단지 보여줘,"MATCH (n:Apartment {name:‘신반포25차’})-[:SIMILAR]-(a:Apartment)
RETURN a.name"
5110,풍림아이원플러스와 유사한 단지 보여줘,"MATCH (n:Apartment {name:‘풍림아이원플러스’})-[:SIMILAR]-(a:Apartment)
RETURN a.name"
5111,서초네이처힐1단지와 유사한 단지 보여줘,"MATCH (n:Apartment {name:‘서초네이처힐1단지’})-[:SIMILAR]-(a:Apartment)
RETURN a.name"
5112,양재우성KBS(113동)와 유사한 단지 보여줘,"MATCH (n:Apartment {name:‘양재우성KBS(113동)’})-[:SIMILAR]-(a:Apartment)
RETURN a.name"
5113,잠원한신그린와 유사한 단지 보여줘,"MATCH (n:Apartment {name:‘잠원한신그린’})-[:SIMILAR]-(a:Apartment)
RETURN a.name"
5114,삼호2차와 유사한 단지 보여줘,"MATCH (n:Apartment {name:‘삼호2차’})-[:SIMILAR]-(a:Apartment)
RETURN a.name"
5115,서초한빛삼성와 유사한 단지 보여줘,"MATCH (n:Apartment {name:‘서초한빛삼성’})-[:SIMILAR]-(a:Apartment)
RETURN a.name"
5116,밀라텔쉐르빌(엠쉐르빌)와 유사한 단지 보여줘,"MATCH (n:Apartment {name:‘밀라텔쉐르빌(엠쉐르빌)’})-[:SIMILAR]-(a:Apartment)
RETURN a.name"
5117,서초아트자이와 유사한 단지 보여줘,"MATCH (n:Apartment {name:‘서초아트자이’})-[:SIMILAR]-(a:Apartment)
RETURN a.name"
5118,엠브이와 유사한 단지 보여줘,"MATCH (n:Apartment {name:‘엠브이’})-[:SIMILAR]-(a:Apartment)
RETURN a.name"
5119,잠원훼미리와 유사한 단지 보여줘,"MATCH (n:Apartment {name:‘잠원훼미리’})-[:SIMILAR]-(a:Apartment)
RETURN a.name"
5120,방배브라운스톤와 유사한 단지 보여줘,"MATCH (n:Apartment {name:‘방배브라운스톤’})-[:SIMILAR]-(a:Apartment)
RETURN a.name"
5121,한라비발디스튜디오193(도시형)와 유사한 단지 보여줘,"MATCH (n:Apartment {name:‘한라비발디스튜디오193(도시형)’})-[:SIMILAR]-(a:Apartment)
RETURN a.name"
5122,방배마에스트로와 유사한 단지 보여줘,"MATCH (n:Apartment {name:‘방배마에스트로’})-[:SIMILAR]-(a:Apartment)
RETURN a.name"
5123,롯데캐슬주피터와 유사한 단지 보여줘,"MATCH (n:Apartment {name:‘롯데캐슬주피터’})-[:SIMILAR]-(a:Apartment)
RETURN a.name"
5124,잠원현대와 유사한 단지 보여줘,"MATCH (n:Apartment {name:‘잠원현대’})-[:SIMILAR]-(a:Apartment)
RETURN a.name"
5125,방배e-편한세상1차와 유사한 단지 보여줘,"MATCH (n:Apartment {name:‘방배e-편한세상1차’})-[:SIMILAR]-(a:Apartment)
RETURN a.name"
5126,방배롯데캐슬로제와 유사한 단지 보여줘,"MATCH (n:Apartment {name:‘방배롯데캐슬로제’})-[:SIMILAR]-(a:Apartment)
RETURN a.name"
5127,쌍용예가클래식와 유사한 단지 보여줘,"MATCH (n:Apartment {name:‘쌍용예가클래식’})-[:SIMILAR]-(a:Apartment)
RETURN a.name"
5128,삼호가든맨션5차와 유사한 단지 보여줘,"MATCH (n:Apartment {name:‘삼호가든맨션5차’})-[:SIMILAR]-(a:Apartment)
RETURN a.name"
5129,신반포18차(337동)와 유사한 단지 보여줘,"MATCH (n:Apartment {name:‘신반포18차(337동)’})-[:SIMILAR]-(a:Apartment)
RETURN a.name"
5130,잠원대우아이빌와 유사한 단지 보여줘,"MATCH (n:Apartment {name:‘잠원대우아이빌’})-[:SIMILAR]-(a:Apartment)
RETURN a.name"
5131,서초한신리빙타워와 유사한 단지 보여줘,"MATCH (n:Apartment {name:‘서초한신리빙타워’})-[:SIMILAR]-(a:Apartment)
RETURN a.name"
5132,삼환나띠르빌와 유사한 단지 보여줘,"MATCH (n:Apartment {name:‘삼환나띠르빌’})-[:SIMILAR]-(a:Apartment)
RETURN a.name"
5133,서초e-편한세상2차와 유사한 단지 보여줘,"MATCH (n:Apartment {name:‘서초e-편한세상2차’})-[:SIMILAR]-(a:Apartment)
RETURN a.name"
5134,서초쌍용플래티넘와 유사한 단지 보여줘,"MATCH (n:Apartment {name:‘서초쌍용플래티넘’})-[:SIMILAR]-(a:Apartment)
RETURN a.name"
5135,현대ESA2와 유사한 단지 보여줘,"MATCH (n:Apartment {name:‘현대ESA2’})-[:SIMILAR]-(a:Apartment)
RETURN a.name"
5136,서초네이처힐2단지와 유사한 단지 보여줘,"MATCH (n:Apartment {name:‘서초네이처힐2단지’})-[:SIMILAR]-(a:Apartment)
RETURN a.name"
5137,신반포22차와 유사한 단지 보여줘,"MATCH (n:Apartment {name:‘신반포22차’})-[:SIMILAR]-(a:Apartment)
RETURN a.name"
5138,신반포9차와 유사한 단지 보여줘,"MATCH (n:Apartment {name:‘신반포9차’})-[:SIMILAR]-(a:Apartment)
RETURN a.name"
5139,신영체르니와 유사한 단지 보여줘,"MATCH (n:Apartment {name:‘신영체르니’})-[:SIMILAR]-(a:Apartment)
RETURN a.name"
5140,방배현대홈타운3차와 유사한 단지 보여줘,"MATCH (n:Apartment {name:‘방배현대홈타운3차’})-[:SIMILAR]-(a:Apartment)
RETURN a.name"
5141,신반포17차와 유사한 단지 보여줘,"MATCH (n:Apartment {name:‘신반포17차’})-[:SIMILAR]-(a:Apartment)
RETURN a.name"
5142,현대멤피스와 유사한 단지 보여줘,"MATCH (n:Apartment {name:‘현대멤피스’})-[:SIMILAR]-(a:Apartment)
RETURN a.name"
5143,서초대우아이빌와 유사한 단지 보여줘,"MATCH (n:Apartment {name:‘서초대우아이빌’})-[:SIMILAR]-(a:Apartment)
RETURN a.name"
5144,삼호3차와 유사한 단지 보여줘,"MATCH (n:Apartment {name:‘삼호3차’})-[:SIMILAR]-(a:Apartment)
RETURN a.name"
5145,잠원월드메르디앙와 유사한 단지 보여줘,"MATCH (n:Apartment {name:‘잠원월드메르디앙’})-[:SIMILAR]-(a:Apartment)
RETURN a.name"
5146,신반포20차와 유사한 단지 보여줘,"MATCH (n:Apartment {name:‘신반포20차’})-[:SIMILAR]-(a:Apartment)
RETURN a.name"
5147,서초아이파크와 유사한 단지 보여줘,"MATCH (n:Apartment {name:‘서초아이파크’})-[:SIMILAR]-(a:Apartment)
RETURN a.name"
5148,방배자이와 유사한 단지 보여줘,"MATCH (n:Apartment {name:‘방배자이’})-[:SIMILAR]-(a:Apartment)
RETURN a.name"
5149,강남원효성와 유사한 단지 보여줘,"MATCH (n:Apartment {name:‘강남원효성’})-[:SIMILAR]-(a:Apartment)
RETURN a.name"
5150,방배브라운가와 유사한 단지 보여줘,"MATCH (n:Apartment {name:‘방배브라운가’})-[:SIMILAR]-(a:Apartment)
RETURN a.name"
5151,방배한신트리플와 유사한 단지 보여줘,"MATCH (n:Apartment {name:‘방배한신트리플’})-[:SIMILAR]-(a:Apartment)
RETURN a.name"
5152,서초e-편한세상5차와 유사한 단지 보여줘,"MATCH (n:Apartment {name:‘서초e-편한세상5차’})-[:SIMILAR]-(a:Apartment)
RETURN a.name"
5153,마제스타시티힐스테이트서리풀와 유사한 단지 보여줘,"MATCH (n:Apartment {name:‘마제스타시티힐스테이트서리풀’})-[:SIMILAR]-(a:Apartment)
RETURN a.name"
5154,지웰홈스서초와 유사한 단지 보여줘,"MATCH (n:Apartment {name:‘지웰홈스서초’})-[:SIMILAR]-(a:Apartment)
RETURN a.name"
5155,르엘신반포파크애비뉴와 유사한 단지 보여줘,"MATCH (n:Apartment {name:‘르엘신반포파크애비뉴’})-[:SIMILAR]-(a:Apartment)
RETURN a.name"
5156,신반포15차와 유사한 단지 보여줘,"MATCH (n:Apartment {name:‘신반포15차’})-[:SIMILAR]-(a:Apartment)
RETURN a.name"
5157,녹원한신와 유사한 단지 보여줘,"MATCH (n:Apartment {name:‘녹원한신’})-[:SIMILAR]-(a:Apartment)
RETURN a.name"
5158,신반포21차와 유사한 단지 보여줘,"MATCH (n:Apartment {name:‘신반포21차’})-[:SIMILAR]-(a:Apartment)
RETURN a.name"
5159,방배동부센트레빌와 유사한 단지 보여줘,"MATCH (n:Apartment {name:‘방배동부센트레빌’})-[:SIMILAR]-(a:Apartment)
RETURN a.name"
5160,방배아이파크와 유사한 단지 보여줘,"MATCH (n:Apartment {name:‘방배아이파크’})-[:SIMILAR]-(a:Apartment)
RETURN a.name"
5161,헤센파크힐와 유사한 단지 보여줘,"MATCH (n:Apartment {name:‘헤센파크힐’})-[:SIMILAR]-(a:Apartment)
RETURN a.name"
5162,르엘신반포와 유사한 단지 보여줘,"MATCH (n:Apartment {name:‘르엘신반포’})-[:SIMILAR]-(a:Apartment)
RETURN a.name"
5163,DK밸리뷰서초(주)와 유사한 단지 보여줘,"MATCH (n:Apartment {name:‘DK밸리뷰서초(주)’})-[:SIMILAR]-(a:Apartment)
RETURN a.name"
5164,더샵반포리버파크(도시형)와 유사한 단지 보여줘,"MATCH (n:Apartment {name:‘더샵반포리버파크(도시형)’})-[:SIMILAR]-(a:Apartment)
RETURN a.name"
5165,규제지역 내 재건축 예정지 찾아줘,"MATCH (r:reg) WITH r CALL spatial.intersects(‘building’, r) YIELD node
WITH node MATCH (node) WHERE node.reconstruction=TRUE RETURN node"
